,prob1,prob2,influence,multilinear_influence,absolute_error
404,0.9500000000000001,0.25,4.0576,4.0788400000000005,0.021240000000000592
405,0.9500000000000001,0.30000000000000004,4.1804,4.169644000000001,0.010755999999998878
406,0.9500000000000001,0.35000000000000003,4.2476,4.260448,0.01284799999999997
407,0.9500000000000001,0.4,4.368,4.351252000000001,0.016747999999999763
408,0.9500000000000001,0.45,4.4138,4.442056000000001,0.028256000000000725
409,0.9500000000000001,0.5,4.5804,4.53286,0.047539999999999694
410,0.9500000000000001,0.55,4.6292,4.623664,0.005536000000000207
411,0.9500000000000001,0.6000000000000001,4.6456,4.714468000000001,0.06886800000000104
412,0.9500000000000001,0.65,4.7646,4.805272,0.04067200000000071
413,0.9500000000000001,0.7000000000000001,4.9032,4.896076000000002,0.007123999999998354
414,0.9500000000000001,0.75,4.981,4.986880000000001,0.005880000000001218
415,0.9500000000000001,0.8,5.0824,5.077684000000001,0.004715999999998388
416,0.9500000000000001,0.8500000000000001,5.1462,5.168488000000001,0.02228800000000053
417,0.9500000000000001,0.9,5.2064,5.259292,0.05289199999999994
418,0.9500000000000001,0.9500000000000001,5.3534,5.350096000000001,0.0033039999999990854
419,0.9500000000000001,1.0,5.4182,5.4409,0.022700000000000387
420,1.0,0.0,3.8156,3.8156,0.0
421,1.0,0.05,3.9392,3.9042899999999996,0.03491000000000044
422,1.0,0.1,4.0192,3.99298,0.026219999999999466
423,1.0,0.15000000000000002,4.0646,4.08167,0.017069999999999474
424,1.0,0.2,4.1328,4.1703600000000005,0.037560000000000926
425,1.0,0.25,4.2366,4.25905,0.02245000000000008
426,1.0,0.30000000000000004,4.3446,4.34774,0.0031400000000001427
427,1.0,0.35000000000000003,4.4124,4.43643,0.024029999999999774
428,1.0,0.4,4.4804,4.52512,0.04471999999999987
429,1.0,0.45,4.6134,4.613810000000001,0.00041000000000046555
430,1.0,0.5,4.6598,4.702500000000001,0.04270000000000085
431,1.0,0.55,4.7504,4.79119,0.040790000000000326
432,1.0,0.6000000000000001,4.8242,4.87988,0.05567999999999973
433,1.0,0.65,4.931,4.96857,0.03756999999999966
434,1.0,0.7000000000000001,5.0434,5.05726,0.013860000000000205
435,1.0,0.75,5.1506,5.14595,0.004649999999999821
436,1.0,0.8,5.2548,5.234640000000001,0.020159999999999734
437,1.0,0.8500000000000001,5.302,5.32333,0.021330000000000737
438,1.0,0.9,5.4056,5.41202,0.006420000000000314
439,1.0,0.9500000000000001,5.4616,5.50071,0.03910999999999998
440,1.0,1.0,5.5894,5.5894,0.0
